match_id,event_id,year,map_index,map,team1,team1_score,team2,team2_score,winner
112334,1014,2022,1,Split,OpTic Gaming,6,FunPlus Phoenix,13,FunPlus Phoenix
112334,1014,2022,2,Icebox,OpTic Gaming,8,FunPlus Phoenix,13,FunPlus Phoenix
112334,1014,2022,3,Bind,OpTic Gaming,13,FunPlus Phoenix,6,OpTic Gaming
112334,1014,2022,4,Fracture,OpTic Gaming,7,FunPlus Phoenix,13,FunPlus Phoenix
112330,1014,2022,1,Ascent,KIWOOM DRX,9,FunPlus Phoenix,13,FunPlus Phoenix
112330,1014,2022,2,Fracture,KIWOOM DRX,5,FunPlus Phoenix,13,FunPlus Phoenix
112320,1014,2022,1,Ascent,Paper Rex,13,Guild Esports,4,Paper Rex
112320,1014,2022,2,Fracture,Paper Rex,14,Guild Esports,12,Paper Rex
112321,1014,2022,1,Icebox,FNATIC,13,FunPlus Phoenix,10,FNATIC
112321,1014,2022,2,Haven,FNATIC,13,FunPlus Phoenix,4,FNATIC
130628,1015,2022,1,Fracture,XSET,13,XERXIA Esports,11,XSET
130628,1015,2022,2,Icebox,XSET,13,XERXIA Esports,10,XSET
130680,1015,2022,1,Breeze,OpTic Gaming,7,Team Liquid,13,Team Liquid
130680,1015,2022,2,Bind,OpTic Gaming,13,Team Liquid,8,OpTic Gaming
130680,1015,2022,3,Ascent,OpTic Gaming,13,Team Liquid,8,OpTic Gaming
130622,1015,2022,1,Breeze,OpTic Gaming,16,BOOM Esports,18,BOOM Esports
130622,1015,2022,2,Bind,OpTic Gaming,13,BOOM Esports,5,OpTic Gaming
130622,1015,2022,3,Fracture,OpTic Gaming,13,BOOM Esports,3,OpTic Gaming
130629,1015,2022,1,Pearl,FunPlus Phoenix,7,XSET,13,XSET
130629,1015,2022,2,Fracture,FunPlus Phoenix,13,XSET,4,FunPlus Phoenix
130629,1015,2022,3,Breeze,FunPlus Phoenix,5,XSET,13,XSET
130687,1015,2022,1,Bind,Team Liquid,6,FNATIC,13,FNATIC
130687,1015,2022,2,Haven,Team Liquid,7,FNATIC,13,FNATIC
130632,1015,2022,1,Ascent,KIWOOM DRX,16,FURIA,14,KIWOOM DRX
130632,1015,2022,2,Haven,KIWOOM DRX,13,FURIA,4,KIWOOM DRX
130682,1015,2022,1,Breeze,KIWOOM DRX,11,LOUD,13,LOUD
130682,1015,2022,2,Haven,KIWOOM DRX,6,LOUD,13,LOUD
130685,1015,2022,1,Ascent,LOUD,15,OpTic Gaming,13,LOUD
130685,1015,2022,2,Bind,LOUD,6,OpTic Gaming,13,OpTic Gaming
130685,1015,2022,3,Breeze,LOUD,16,OpTic Gaming,14,LOUD
130685,1015,2022,4,Haven,LOUD,13,OpTic Gaming,5,LOUD
130689,1015,2022,1,Icebox,KIWOOM DRX,7,FNATIC,13,FNATIC
130689,1015,2022,2,Ascent,KIWOOM DRX,14,FNATIC,12,KIWOOM DRX
130689,1015,2022,3,Fracture,KIWOOM DRX,13,FNATIC,9,KIWOOM DRX
130631,1015,2022,1,Icebox,FunPlus Phoenix,13,KRÜ Esports,9,FunPlus Phoenix
130631,1015,2022,2,Ascent,FunPlus Phoenix,13,KRÜ Esports,4,FunPlus Phoenix
130688,1015,2022,1,Pearl,XSET,13,FunPlus Phoenix,11,XSET
130688,1015,2022,2,Bind,XSET,10,FunPlus Phoenix,13,FunPlus Phoenix
130688,1015,2022,3,Ascent,XSET,11,FunPlus Phoenix,13,FunPlus Phoenix
130623,1015,2022,1,Ascent,ZETA DIVISION,8,LOUD,13,LOUD
130623,1015,2022,2,Fracture,ZETA DIVISION,9,LOUD,13,LOUD
130683,1015,2022,1,Haven,OpTic Gaming,13,XSET,9,OpTic Gaming
130683,1015,2022,2,Ascent,OpTic Gaming,11,XSET,13,XSET
130683,1015,2022,3,Pearl,OpTic Gaming,13,XSET,8,OpTic Gaming
130636,1015,2022,1,Bind,100 Thieves,5,FNATIC,13,FNATIC
130636,1015,2022,2,Ascent,100 Thieves,7,FNATIC,13,FNATIC
130619,1015,2022,1,Haven,Paper Rex,8,LEVIATÁN,13,LEVIATÁN
130619,1015,2022,2,Bind,Paper Rex,11,LEVIATÁN,13,LEVIATÁN
130690,1015,2022,1,Icebox,FunPlus Phoenix,11,KIWOOM DRX,13,KIWOOM DRX
130690,1015,2022,2,Haven,FunPlus Phoenix,9,KIWOOM DRX,13,KIWOOM DRX
130681,1015,2022,1,Pearl,XSET,13,FNATIC,8,XSET
130681,1015,2022,2,Fracture,XSET,13,FNATIC,11,XSET
130634,1015,2022,1,Breeze,KIWOOM DRX,18,100 Thieves,16,KIWOOM DRX
130634,1015,2022,2,Fracture,KIWOOM DRX,13,100 Thieves,9,KIWOOM DRX
130627,1015,2022,1,Icebox,FunPlus Phoenix,14,KRÜ Esports,12,FunPlus Phoenix
130627,1015,2022,2,Bind,FunPlus Phoenix,13,KRÜ Esports,10,FunPlus Phoenix
130620,1015,2022,1,Bind,EDward Gaming,5,Team Liquid,13,Team Liquid
130620,1015,2022,2,Breeze,EDward Gaming,12,Team Liquid,14,Team Liquid
130691,1015,2022,1,Bind,OpTic Gaming,13,KIWOOM DRX,8,OpTic Gaming
130691,1015,2022,2,Breeze,OpTic Gaming,13,KIWOOM DRX,5,OpTic Gaming
130691,1015,2022,3,Fracture,OpTic Gaming,8,KIWOOM DRX,13,KIWOOM DRX
130691,1015,2022,4,Ascent,OpTic Gaming,6,KIWOOM DRX,13,KIWOOM DRX
130691,1015,2022,5,Haven,OpTic Gaming,13,KIWOOM DRX,10,OpTic Gaming
130686,1015,2022,1,Icebox,FunPlus Phoenix,13,LEVIATÁN,6,FunPlus Phoenix
130686,1015,2022,2,Ascent,FunPlus Phoenix,13,LEVIATÁN,11,FunPlus Phoenix
130621,1015,2022,1,Haven,Paper Rex,13,Team Liquid,15,Team Liquid
130621,1015,2022,2,Pearl,Paper Rex,13,Team Liquid,4,Paper Rex
130621,1015,2022,3,Ascent,Paper Rex,8,Team Liquid,13,Team Liquid
130633,1015,2022,1,Pearl,FNATIC,10,100 Thieves,13,100 Thieves
130633,1015,2022,2,Bind,FNATIC,13,100 Thieves,7,FNATIC
130633,1015,2022,3,Haven,FNATIC,7,100 Thieves,13,100 Thieves
130635,1015,2022,1,Icebox,FURIA,13,FNATIC,9,FURIA
130635,1015,2022,2,Breeze,FURIA,7,FNATIC,13,FNATIC
130635,1015,2022,3,Haven,FURIA,11,FNATIC,13,FNATIC
130626,1015,2022,1,Bind,LOUD,13,ZETA DIVISION,11,LOUD
130626,1015,2022,2,Ascent,LOUD,13,ZETA DIVISION,5,LOUD
130617,1015,2022,1,Pearl,Paper Rex,13,EDward Gaming,11,Paper Rex
130617,1015,2022,2,Icebox,Paper Rex,5,EDward Gaming,13,EDward Gaming
130617,1015,2022,3,Haven,Paper Rex,13,EDward Gaming,8,Paper Rex
130684,1015,2022,1,Bind,LOUD,13,OpTic Gaming,10,LOUD
130684,1015,2022,2,Ascent,LOUD,13,OpTic Gaming,3,LOUD
130624,1015,2022,1,Breeze,OpTic Gaming,7,LOUD,13,LOUD
130624,1015,2022,2,Fracture,OpTic Gaming,13,LOUD,10,OpTic Gaming
130624,1015,2022,3,Pearl,OpTic Gaming,13,LOUD,3,OpTic Gaming
130625,1015,2022,1,Haven,BOOM Esports,13,ZETA DIVISION,11,BOOM Esports
130625,1015,2022,2,Pearl,BOOM Esports,11,ZETA DIVISION,13,ZETA DIVISION
130625,1015,2022,3,Fracture,BOOM Esports,2,ZETA DIVISION,13,ZETA DIVISION
130679,1015,2022,1,Icebox,LEVIATÁN,12,LOUD,14,LOUD
130679,1015,2022,2,Haven,LEVIATÁN,6,LOUD,13,LOUD
130678,1015,2022,1,Ascent,KIWOOM DRX,19,FunPlus Phoenix,17,KIWOOM DRX
130678,1015,2022,2,Breeze,KIWOOM DRX,13,FunPlus Phoenix,5,KIWOOM DRX
130630,1015,2022,1,Icebox,KRÜ Esports,13,XERXIA Esports,4,KRÜ Esports
130630,1015,2022,2,Haven,KRÜ Esports,7,XERXIA Esports,13,XERXIA Esports
130630,1015,2022,3,Ascent,KRÜ Esports,13,XERXIA Esports,6,KRÜ Esports
130618,1015,2022,1,Haven,LEVIATÁN,13,Team Liquid,10,LEVIATÁN
130618,1015,2022,2,Ascent,LEVIATÁN,13,Team Liquid,10,LEVIATÁN
167391,1188,2023,1,Pearl,LOUD,13,KIWOOM DRX,5,LOUD
167391,1188,2023,2,Icebox,LOUD,13,KIWOOM DRX,8,LOUD
167391,1188,2023,3,Split,LOUD,7,KIWOOM DRX,13,KIWOOM DRX
167391,1188,2023,4,Fracture,LOUD,7,KIWOOM DRX,13,KIWOOM DRX
167391,1188,2023,5,Ascent,LOUD,13,KIWOOM DRX,8,LOUD
167350,1188,2023,1,Pearl,Gen.G,9,LOUD,13,LOUD
167350,1188,2023,2,Fracture,Gen.G,12,LOUD,14,LOUD
167360,1188,2023,1,Split,NRG,3,LOUD,13,LOUD
167360,1188,2023,2,Pearl,NRG,15,LOUD,13,NRG
167360,1188,2023,3,Fracture,NRG,16,LOUD,18,LOUD
167368,1188,2023,1,Haven,Sentinels,6,FNATIC,13,FNATIC
167368,1188,2023,2,Split,Sentinels,7,FNATIC,13,FNATIC
167367,1188,2023,1,Icebox,100 Thieves,13,EDward Gaming,10,100 Thieves
167367,1188,2023,2,Lotus,100 Thieves,9,EDward Gaming,13,EDward Gaming
167367,1188,2023,3,Pearl,100 Thieves,14,EDward Gaming,12,100 Thieves
180279,1188,2023,1,Lotus,Team tarik,10,Team FRTTT,13,Team FRTTT
167361,1188,2023,1,Fracture,KIWOOM DRX,10,TALON,13,TALON
167361,1188,2023,2,Ascent,KIWOOM DRX,13,TALON,6,KIWOOM DRX
167361,1188,2023,3,Icebox,KIWOOM DRX,13,TALON,10,KIWOOM DRX
167352,1188,2023,1,Pearl,BBL Esports,3,KIWOOM DRX,13,KIWOOM DRX
167352,1188,2023,2,Ascent,BBL Esports,13,KIWOOM DRX,11,BBL Esports
167352,1188,2023,3,Haven,BBL Esports,7,KIWOOM DRX,13,KIWOOM DRX
167372,1188,2023,1,Lotus,FUT Esports,13,100 Thieves,9,FUT Esports
167372,1188,2023,2,Haven,FUT Esports,11,100 Thieves,13,100 Thieves
167372,1188,2023,3,Icebox,FUT Esports,8,100 Thieves,13,100 Thieves
167348,1188,2023,1,Icebox,KOI,11,NRG,13,NRG
167348,1188,2023,2,Haven,KOI,9,NRG,13,NRG
167365,1188,2023,1,Split,Team Vitality,13,Global Esports,4,Team Vitality
167365,1188,2023,2,Pearl,Team Vitality,9,Global Esports,13,Global Esports
167365,1188,2023,3,Lotus,Team Vitality,13,Global Esports,6,Team Vitality
167353,1188,2023,1,Lotus,Cloud9,13,Paper Rex,8,Cloud9
167353,1188,2023,2,Pearl,Cloud9,13,Paper Rex,4,Cloud9
167366,1188,2023,1,Lotus,FUT Esports,13,Rex Regum Qeon,3,FUT Esports
167366,1188,2023,2,Pearl,FUT Esports,13,Rex Regum Qeon,11,FUT Esports
167362,1188,2023,1,Icebox,Team Liquid,8,Team Secret,13,Team Secret
167362,1188,2023,2,Fracture,Team Liquid,7,Team Secret,13,Team Secret
167351,1188,2023,1,Lotus,FunPlus Phoenix,6,Karmine Corp,13,Karmine Corp
167351,1188,2023,2,Haven,FunPlus Phoenix,13,Karmine Corp,8,FunPlus Phoenix
167351,1188,2023,3,Pearl,FunPlus Phoenix,6,Karmine Corp,13,Karmine Corp
167354,1188,2023,1,Pearl,Team Heretics,8,Evil Geniuses,13,Evil Geniuses
167354,1188,2023,2,Ascent,Team Heretics,8,Evil Geniuses,13,Evil Geniuses
167393,1188,2023,1,Ascent,LOUD,8,FNATIC,13,FNATIC
167393,1188,2023,2,Fracture,LOUD,7,FNATIC,13,FNATIC
167393,1188,2023,3,Split,LOUD,13,FNATIC,9,LOUD
167393,1188,2023,4,Lotus,LOUD,13,FNATIC,8,LOUD
167393,1188,2023,5,Icebox,LOUD,12,FNATIC,14,FNATIC
167373,1188,2023,1,Haven,FNATIC,18,FURIA,16,FNATIC
167373,1188,2023,2,Ascent,FNATIC,13,FURIA,9,FNATIC
167349,1188,2023,1,Haven,DetonatioN FocusMe,4,Giants Gaming,13,Giants Gaming
167349,1188,2023,2,Icebox,DetonatioN FocusMe,7,Giants Gaming,13,Giants Gaming
167356,1188,2023,1,Lotus,NRG,12,Giants Gaming,14,Giants Gaming
167356,1188,2023,2,Haven,NRG,13,Giants Gaming,1,NRG
167356,1188,2023,3,Icebox,NRG,13,Giants Gaming,7,NRG
167392,1188,2023,1,Haven,Natus Vincere,11,FNATIC,13,FNATIC
167392,1188,2023,2,Lotus,Natus Vincere,4,FNATIC,13,FNATIC
167392,1188,2023,3,Fracture,Natus Vincere,11,FNATIC,13,FNATIC
167358,1188,2023,1,Pearl,KIWOOM DRX,3,Cloud9,13,Cloud9
167358,1188,2023,2,Haven,KIWOOM DRX,13,Cloud9,7,KIWOOM DRX
167358,1188,2023,3,Icebox,KIWOOM DRX,13,Cloud9,2,KIWOOM DRX
167375,1188,2023,1,Fracture,100 Thieves,1,FNATIC,13,FNATIC
167375,1188,2023,2,Icebox,100 Thieves,10,FNATIC,13,FNATIC
167374,1188,2023,1,Ascent,Natus Vincere,13,LEVIATÁN,10,Natus Vincere
167374,1188,2023,2,Fracture,Natus Vincere,13,LEVIATÁN,2,Natus Vincere
167363,1188,2023,1,Ascent,Natus Vincere,13,KRÜ Esports,5,Natus Vincere
167363,1188,2023,2,Lotus,Natus Vincere,13,KRÜ Esports,10,Natus Vincere
167370,1188,2023,1,Icebox,Team Secret,8,Natus Vincere,13,Natus Vincere
167370,1188,2023,2,Pearl,Team Secret,4,Natus Vincere,13,Natus Vincere
167357,1188,2023,1,Pearl,LOUD,13,Karmine Corp,10,LOUD
167357,1188,2023,2,Split,LOUD,13,Karmine Corp,8,LOUD
167355,1188,2023,1,Haven,MIBR,8,TALON,13,TALON
167355,1188,2023,2,Fracture,MIBR,11,TALON,13,TALON
167371,1188,2023,1,Haven,LEVIATÁN,16,Team Vitality,14,LEVIATÁN
167371,1188,2023,2,Pearl,LEVIATÁN,13,Team Vitality,3,LEVIATÁN
167364,1188,2023,1,Ascent,ZETA DIVISION,4,LEVIATÁN,13,LEVIATÁN
167364,1188,2023,2,Pearl,ZETA DIVISION,11,LEVIATÁN,13,LEVIATÁN
167359,1188,2023,1,Haven,Evil Geniuses,11,TALON,13,TALON
167359,1188,2023,2,Split,Evil Geniuses,10,TALON,13,TALON
167369,1188,2023,1,Pearl,T1,7,FURIA,13,FURIA
167369,1188,2023,2,Icebox,T1,5,FURIA,13,FURIA
220447,1494,2023,1,Lotus,FNATIC,13,Evil Geniuses,3,FNATIC
220447,1494,2023,2,Fracture,FNATIC,9,Evil Geniuses,13,Evil Geniuses
220447,1494,2023,3,Split,FNATIC,13,Evil Geniuses,11,FNATIC
220444,1494,2023,1,Fracture,LOUD,7,Evil Geniuses,13,Evil Geniuses
220444,1494,2023,2,Ascent,LOUD,5,Evil Geniuses,13,Evil Geniuses
220452,1494,2023,1,Fracture,Paper Rex,14,EDward Gaming,12,Paper Rex
220452,1494,2023,2,Split,Paper Rex,9,EDward Gaming,13,EDward Gaming
220452,1494,2023,3,Lotus,Paper Rex,13,EDward Gaming,8,Paper Rex
220448,1494,2023,1,Lotus,FNATIC,13,Evil Geniuses,8,FNATIC
220448,1494,2023,2,Split,FNATIC,13,Evil Geniuses,11,FNATIC
220448,1494,2023,3,Bind,FNATIC,14,Evil Geniuses,12,FNATIC
220450,1494,2023,1,Lotus,EDward Gaming,13,LOUD,6,EDward Gaming
220450,1494,2023,2,Fracture,EDward Gaming,13,LOUD,10,EDward Gaming
220441,1494,2023,1,Split,Paper Rex,13,KIWOOM DRX,10,Paper Rex
220441,1494,2023,2,Bind,Paper Rex,13,KIWOOM DRX,10,Paper Rex
220297,1494,2023,1,Split,FUT Esports,5,Evil Geniuses,13,Evil Geniuses
220297,1494,2023,2,Lotus,FUT Esports,12,Evil Geniuses,14,Evil Geniuses
220295,1494,2023,1,Fracture,T1,4,EDward Gaming,13,EDward Gaming
220295,1494,2023,2,Haven,T1,6,EDward Gaming,13,EDward Gaming
220442,1494,2023,1,Fracture,FNATIC,13,NRG,9,FNATIC
220442,1494,2023,2,Bind,FNATIC,13,NRG,4,FNATIC
220446,1494,2023,1,Fracture,Team Liquid,2,Evil Geniuses,13,Evil Geniuses
220446,1494,2023,2,Haven,Team Liquid,9,Evil Geniuses,13,Evil Geniuses
220449,1494,2023,1,Pearl,KIWOOM DRX,11,NRG,13,NRG
220449,1494,2023,2,Haven,KIWOOM DRX,5,NRG,13,NRG
220298,1494,2023,1,Fracture,KIWOOM DRX,5,Evil Geniuses,13,Evil Geniuses
220298,1494,2023,2,Ascent,KIWOOM DRX,9,Evil Geniuses,13,Evil Geniuses
220300,1494,2023,1,Bind,KIWOOM DRX,9,FUT Esports,13,FUT Esports
220300,1494,2023,2,Fracture,KIWOOM DRX,13,FUT Esports,8,KIWOOM DRX
220300,1494,2023,3,Haven,KIWOOM DRX,13,FUT Esports,4,KIWOOM DRX
220453,1494,2023,1,Pearl,NRG,13,Paper Rex,15,Paper Rex
220453,1494,2023,2,Lotus,NRG,13,Paper Rex,6,NRG
220453,1494,2023,3,Bind,NRG,11,Paper Rex,13,Paper Rex
220299,1494,2023,1,Haven,Attacking Soul Esports,13,FUT Esports,8,Attacking Soul Esports
220299,1494,2023,2,Ascent,Attacking Soul Esports,5,FUT Esports,13,FUT Esports
220299,1494,2023,3,Lotus,Attacking Soul Esports,6,FUT Esports,13,FUT Esports
220294,1494,2023,1,Pearl,Natus Vincere,15,EDward Gaming,17,EDward Gaming
220294,1494,2023,2,Bind,Natus Vincere,12,EDward Gaming,14,EDward Gaming
220451,1494,2023,1,Haven,Team Liquid,12,NRG,14,NRG
220451,1494,2023,2,Ascent,Team Liquid,13,NRG,8,Team Liquid
220451,1494,2023,3,Split,Team Liquid,5,NRG,13,NRG
220292,1494,2023,1,Fracture,EDward Gaming,10,T1,13,T1
220292,1494,2023,2,Haven,EDward Gaming,13,T1,7,EDward Gaming
220292,1494,2023,3,Pearl,EDward Gaming,12,T1,14,T1
220293,1494,2023,1,Lotus,NRG,11,T1,13,T1
220293,1494,2023,2,Bind,NRG,13,T1,7,NRG
220293,1494,2023,3,Pearl,NRG,13,T1,11,NRG
220445,1494,2023,1,Lotus,Paper Rex,5,FNATIC,13,FNATIC
220445,1494,2023,2,Bind,Paper Rex,7,FNATIC,13,FNATIC
220443,1494,2023,1,Haven,Team Liquid,13,EDward Gaming,9,Team Liquid
220443,1494,2023,2,Split,Team Liquid,8,EDward Gaming,13,EDward Gaming
220443,1494,2023,3,Lotus,Team Liquid,13,EDward Gaming,11,Team Liquid
220290,1494,2023,1,Ascent,NRG,13,Natus Vincere,8,NRG
220290,1494,2023,2,Lotus,NRG,12,Natus Vincere,14,Natus Vincere
220290,1494,2023,3,Split,NRG,13,Natus Vincere,6,NRG
220454,1494,2023,1,Fracture,Evil Geniuses,13,Paper Rex,7,Evil Geniuses
220454,1494,2023,2,Lotus,Evil Geniuses,12,Paper Rex,14,Paper Rex
220454,1494,2023,3,Split,Evil Geniuses,10,Paper Rex,13,Paper Rex
220454,1494,2023,4,Pearl,Evil Geniuses,13,Paper Rex,6,Evil Geniuses
220454,1494,2023,5,Ascent,Evil Geniuses,13,Paper Rex,8,Evil Geniuses
220296,1494,2023,1,Fracture,KIWOOM DRX,13,Attacking Soul Esports,10,KIWOOM DRX
220296,1494,2023,2,Pearl,KIWOOM DRX,13,Attacking Soul Esports,7,KIWOOM DRX
247103,1657,2023,1,Haven,Team Liquid,2,LOUD,13,LOUD
247103,1657,2023,2,Split,Team Liquid,8,LOUD,13,LOUD
247086,1657,2023,1,Ascent,Evil Geniuses,13,FunPlus Phoenix,8,Evil Geniuses
247086,1657,2023,2,Pearl,Evil Geniuses,13,FunPlus Phoenix,8,Evil Geniuses
248275,1657,2023,1,Fracture,KIWOOM DRX,9,Evil Geniuses,13,Evil Geniuses
248275,1657,2023,2,Lotus,KIWOOM DRX,4,Evil Geniuses,13,Evil Geniuses
247096,1657,2023,1,Bind,ZETA DIVISION,13,NRG,15,NRG
247096,1657,2023,2,Haven,ZETA DIVISION,1,NRG,13,NRG
247087,1657,2023,1,Pearl,FUT Esports,13,T1,4,FUT Esports
247087,1657,2023,2,Haven,FUT Esports,13,T1,7,FUT Esports
248279,1657,2023,1,Bind,Bilibili Gaming,4,EDward Gaming,13,EDward Gaming
248279,1657,2023,2,Split,Bilibili Gaming,15,EDward Gaming,13,Bilibili Gaming
248279,1657,2023,3,Haven,Bilibili Gaming,10,EDward Gaming,13,EDward Gaming
247090,1657,2023,1,Bind,FUT Esports,13,T1,10,FUT Esports
247090,1657,2023,2,Pearl,FUT Esports,14,T1,12,FUT Esports
248274,1657,2023,1,Lotus,LOUD,13,Paper Rex,15,Paper Rex
248274,1657,2023,2,Split,LOUD,13,Paper Rex,2,LOUD
248274,1657,2023,3,Pearl,LOUD,10,Paper Rex,13,Paper Rex
247075,1657,2023,1,Split,Paper Rex,13,KRÜ Esports,7,Paper Rex
247075,1657,2023,2,Pearl,Paper Rex,13,KRÜ Esports,8,Paper Rex
247098,1657,2023,1,Bind,Bilibili Gaming,13,NRG,10,Bilibili Gaming
247098,1657,2023,2,Ascent,Bilibili Gaming,13,NRG,5,Bilibili Gaming
247102,1657,2023,1,Bind,Natus Vincere,13,KIWOOM DRX,15,KIWOOM DRX
247102,1657,2023,2,Split,Natus Vincere,13,KIWOOM DRX,9,Natus Vincere
247102,1657,2023,3,Lotus,Natus Vincere,12,KIWOOM DRX,14,KIWOOM DRX
247079,1657,2023,1,Split,EDward Gaming,13,Giants Gaming,6,EDward Gaming
247079,1657,2023,2,Fracture,EDward Gaming,13,Giants Gaming,7,EDward Gaming
248270,1657,2023,1,Ascent,FNATIC,11,LOUD,13,LOUD
248270,1657,2023,2,Lotus,FNATIC,6,LOUD,13,LOUD
247101,1657,2023,1,Lotus,KIWOOM DRX,13,LOUD,15,LOUD
247101,1657,2023,2,Split,KIWOOM DRX,13,LOUD,6,KIWOOM DRX
247101,1657,2023,3,Ascent,KIWOOM DRX,13,LOUD,8,KIWOOM DRX
248273,1657,2023,1,Split,Evil Geniuses,12,EDward Gaming,14,EDward Gaming
248273,1657,2023,2,Ascent,Evil Geniuses,13,EDward Gaming,5,Evil Geniuses
248273,1657,2023,3,Pearl,Evil Geniuses,13,EDward Gaming,5,Evil Geniuses
247078,1657,2023,1,Lotus,KRÜ Esports,10,Giants Gaming,13,Giants Gaming
247078,1657,2023,2,Pearl,KRÜ Esports,12,Giants Gaming,14,Giants Gaming
247088,1657,2023,1,Pearl,Evil Geniuses,15,FUT Esports,13,Evil Geniuses
247088,1657,2023,2,Bind,Evil Geniuses,13,FUT Esports,9,Evil Geniuses
248282,1657,2023,1,Split,FNATIC,4,LOUD,13,LOUD
248282,1657,2023,2,Ascent,FNATIC,13,LOUD,9,FNATIC
248282,1657,2023,3,Haven,FNATIC,7,LOUD,13,LOUD
248281,1657,2023,1,Bind,LOUD,11,EDward Gaming,13,EDward Gaming
248281,1657,2023,2,Ascent,LOUD,13,EDward Gaming,5,LOUD
248281,1657,2023,3,Haven,LOUD,13,EDward Gaming,11,LOUD
248278,1657,2023,1,Split,FNATIC,13,FUT Esports,5,FNATIC
248278,1657,2023,2,Haven,FNATIC,13,FUT Esports,9,FNATIC
248271,1657,2023,1,Ascent,Paper Rex,13,FUT Esports,10,Paper Rex
248271,1657,2023,2,Pearl,Paper Rex,13,FUT Esports,4,Paper Rex
248280,1657,2023,1,Bind,KIWOOM DRX,13,FNATIC,1,KIWOOM DRX
248280,1657,2023,2,Haven,KIWOOM DRX,9,FNATIC,13,FNATIC
248280,1657,2023,3,Split,KIWOOM DRX,6,FNATIC,13,FNATIC
248277,1657,2023,1,Split,Paper Rex,10,Evil Geniuses,13,Evil Geniuses
248277,1657,2023,2,Ascent,Paper Rex,13,Evil Geniuses,11,Paper Rex
248277,1657,2023,3,Bind,Paper Rex,5,Evil Geniuses,13,Evil Geniuses
248277,1657,2023,4,Lotus,Paper Rex,10,Evil Geniuses,13,Evil Geniuses
247089,1657,2023,1,Lotus,FunPlus Phoenix,10,T1,13,T1
247089,1657,2023,2,Bind,FunPlus Phoenix,7,T1,13,T1
247093,1657,2023,1,Fracture,FNATIC,13,ZETA DIVISION,5,FNATIC
247093,1657,2023,2,Haven,FNATIC,13,ZETA DIVISION,6,FNATIC
