match_id,event_id,event_title,year,date,time,stage,round,team1,team1_id,team1_score,team2,team2_id,team2_score,winner,map_count
312778,1921,Champions Tour 2024: Masters Madrid,2024,2024-03-22,17:00:00,Playoffs,Upper Final,Gen.G,17,2,Sentinels,2,1,Gen.G,3
312779,1921,Champions Tour 2024: Masters Madrid,2024,2024-03-24,18:15:00,Playoffs,Grand Final,Gen.G,17,2,Sentinels,2,3,Sentinels,5
321373,1921,Champions Tour 2024: Masters Madrid,2024,2024-03-24,17:00:00,Showmatch,Showmatch,Team International,15315,0,Team Spain,15316,1,Team Spain,1
312797,1921,Champions Tour 2024: Masters Madrid,2024,2024-03-16,19:25:00,Swiss Stage,Round 2,EDward Gaming,1120,1,Gen.G,17,2,Gen.G,3
312802,1921,Champions Tour 2024: Masters Madrid,2024,2024-03-18,18:55:00,Swiss Stage,Round 3,Karmine Corp,8877,1,Paper Rex,624,2,Paper Rex,3
312803,1921,Champions Tour 2024: Masters Madrid,2024,2024-03-18,17:00:00,Swiss Stage,Round 3,LOUD,6961,2,EDward Gaming,1120,0,LOUD,2
312766,1921,Champions Tour 2024: Masters Madrid,2024,2024-03-14,19:25:00,Swiss Stage,Round 1,Gen.G,17,2,LOUD,6961,1,Gen.G,3
312780,1921,Champions Tour 2024: Masters Madrid,2024,2024-03-22,19:55:00,Playoffs,Lower Round 1,Paper Rex,624,2,LOUD,6961,0,Paper Rex,2
348476,1999,Champions Tour 2024: Masters Shanghai,2024,2024-06-09,10:15:00,Playoffs,Grand Final,Gen.G,17,3,Team Heretics,1001,2,Gen.G,5
348459,1999,Champions Tour 2024: Masters Shanghai,2024,2024-05-26,10:00:00,Swiss Stage,Round 2,LEVIATÁN,2359,2,T1,14,0,LEVIATÁN,2
348470,1999,Champions Tour 2024: Masters Shanghai,2024,2024-06-02,10:00:00,Playoffs,Upper Semifinals,100 Thieves,120,0,Gen.G,17,2,Gen.G,2
348472,1999,Champions Tour 2024: Masters Shanghai,2024,2024-06-03,13:10:00,Playoffs,Lower Round 2,Team Heretics,1001,2,FUT Esports,1184,0,Team Heretics,2
348461,1999,Champions Tour 2024: Masters Shanghai,2024,2024-05-27,13:35:00,Swiss Stage,Round 3,FUT Esports,1184,2,LEVIATÁN,2359,1,FUT Esports,3
348064,1999,Champions Tour 2024: Masters Shanghai,2024,2024-05-24,10:00:00,Swiss Stage,Round 1,Gen.G,17,2,LEVIATÁN,2359,1,Gen.G,3
348473,1999,Champions Tour 2024: Masters Shanghai,2024,2024-06-07,09:00:00,Playoffs,Upper Final,G2 Esports,11058,0,Gen.G,17,2,Gen.G,2
348471,1999,Champions Tour 2024: Masters Shanghai,2024,2024-06-03,10:00:00,Playoffs,Lower Round 2,100 Thieves,120,2,Paper Rex,624,1,100 Thieves,3
348475,1999,Champions Tour 2024: Masters Shanghai,2024,2024-06-08,09:00:00,Playoffs,Lower Final,G2 Esports,11058,0,Team Heretics,1001,3,Team Heretics,3
348063,1999,Champions Tour 2024: Masters Shanghai,2024,2024-05-23,10:00:00,Swiss Stage,Round 1,G2 Esports,11058,2,T1,14,1,G2 Esports,3
348467,1999,Champions Tour 2024: Masters Shanghai,2024,2024-06-01,13:00:00,Playoffs,Lower Round 1,Paper Rex,624,2,EDward Gaming,1120,0,Paper Rex,2
348463,1999,Champions Tour 2024: Masters Shanghai,2024,2024-05-31,10:00:00,Playoffs,Upper Quarterfinals,Paper Rex,624,1,G2 Esports,11058,2,G2 Esports,3
348464,1999,Champions Tour 2024: Masters Shanghai,2024,2024-05-31,13:00:00,Playoffs,Upper Quarterfinals,EDward Gaming,1120,0,Team Heretics,1001,2,Team Heretics,2
348465,1999,Champions Tour 2024: Masters Shanghai,2024,2024-05-30,10:00:00,Playoffs,Upper Quarterfinals,100 Thieves,120,2,FUT Esports,1184,0,100 Thieves,2
348474,1999,Champions Tour 2024: Masters Shanghai,2024,2024-06-07,11:25:00,Playoffs,Lower Round 3,100 Thieves,120,0,Team Heretics,1001,2,Team Heretics,2
348462,1999,Champions Tour 2024: Masters Shanghai,2024,2024-05-27,10:00:00,Swiss Stage,Round 3,FunPlus Phoenix,11328,1,Team Heretics,1001,2,Team Heretics,3
348469,1999,Champions Tour 2024: Masters Shanghai,2024,2024-06-02,12:15:00,Playoffs,Upper Semifinals,G2 Esports,11058,2,Team Heretics,1001,1,G2 Esports,3
348468,1999,Champions Tour 2024: Masters Shanghai,2024,2024-06-01,10:00:00,Playoffs,Lower Round 1,FUT Esports,1184,2,FNATIC,2593,1,FUT Esports,3
348460,1999,Champions Tour 2024: Masters Shanghai,2024,2024-05-26,12:10:00,Swiss Stage,Round 2,Dragon Ranger Gaming,11981,0,FUT Esports,1184,2,FUT Esports,2
348458,1999,Champions Tour 2024: Masters Shanghai,2024,2024-05-25,10:00:00,Swiss Stage,Round 2,FunPlus Phoenix,11328,1,Gen.G,17,2,Gen.G,3
348061,1999,Champions Tour 2024: Masters Shanghai,2024,2024-05-23,13:10:00,Swiss Stage,Round 1,FunPlus Phoenix,11328,2,FUT Esports,1184,1,FunPlus Phoenix,3
348466,1999,Champions Tour 2024: Masters Shanghai,2024,2024-05-30,12:00:00,Playoffs,Upper Quarterfinals,FNATIC,2593,1,Gen.G,17,2,Gen.G,3
348059,1999,Champions Tour 2024: Masters Shanghai,2024,2024-05-24,13:00:00,Swiss Stage,Round 1,Team Heretics,1001,2,Dragon Ranger Gaming,11981,0,Team Heretics,2
348457,1999,Champions Tour 2024: Masters Shanghai,2024,2024-05-25,13:40:00,Swiss Stage,Round 2,G2 Esports,11058,2,Team Heretics,1001,1,G2 Esports,3
359463,1999,Champions Tour 2024: Masters Shanghai,2024,2024-06-09,09:00:00,Showmatch,Showmatch,Team International,15315,0,Team China,15805,1,Team China,1
378825,2097,Valorant Champions 2024,2024,2024-08-15,12:35:00,Playoffs,Upper Quarterfinals,Team Heretics,1001,2,FNATIC,2593,0,Team Heretics,2
378667,2097,Valorant Champions 2024,2024,2024-08-03,10:00:00,Group Stage,Opening (C),LEVIATÁN,2359,2,TALON,8304,0,LEVIATÁN,2
378660,2097,Valorant Champions 2024,2024,2024-08-10,12:15:00,Group Stage,Decider (A),FNATIC,2593,2,KRÜ Esports,2355,1,FNATIC,3
378677,2097,Valorant Champions 2024,2024,2024-08-11,12:15:00,Group Stage,Decider (D),EDward Gaming,1120,2,Paper Rex,624,1,EDward Gaming,3
378674,2097,Valorant Champions 2024,2024,2024-08-04,10:00:00,Group Stage,Opening (D),G2 Esports,11058,2,Paper Rex,624,0,G2 Esports,2
378665,2097,Valorant Champions 2024,2024,2024-08-08,10:00:00,Group Stage,Elimination (B),Sentinels,2,2,FunPlus Phoenix,11328,0,Sentinels,2
378836,2097,Valorant Champions 2024,2024,2024-08-24,09:00:00,Playoffs,Lower Final,LEVIATÁN,2359,1,Team Heretics,1001,3,Team Heretics,4
378673,2097,Valorant Champions 2024,2024,2024-08-04,12:15:00,Group Stage,Opening (D),EDward Gaming,1120,2,FUT Esports,1184,0,EDward Gaming,2
378824,2097,Valorant Champions 2024,2024,2024-08-15,10:00:00,Playoffs,Upper Quarterfinals,G2 Esports,11058,0,LEVIATÁN,2359,2,LEVIATÁN,2
378663,2097,Valorant Champions 2024,2024,2024-08-01,12:25:00,Group Stage,Opening (B),FunPlus Phoenix,11328,1,Team Heretics,1001,2,Team Heretics,3
378833,2097,Valorant Champions 2024,2024,2024-08-18,13:25:00,Playoffs,Lower Round 2,Team Heretics,1001,2,KIWOOM DRX,8185,1,Team Heretics,3
378656,2097,Valorant Champions 2024,2024,2024-08-02,13:00:00,Group Stage,Opening (A),FNATIC,2593,2,Bilibili Gaming,12010,0,FNATIC,2
378826,2097,Valorant Champions 2024,2024,2024-08-17,10:00:00,Playoffs,Upper Semifinals,Sentinels,2,1,EDward Gaming,1120,2,EDward Gaming,3
378822,2097,Valorant Champions 2024,2024,2024-08-14,10:00:00,Playoffs,Upper Quarterfinals,KIWOOM DRX,8185,0,Sentinels,2,2,Sentinels,2
378666,2097,Valorant Champions 2024,2024,2024-08-10,10:00:00,Group Stage,Decider (B),Gen.G,17,0,Sentinels,2,2,Sentinels,2
378669,2097,Valorant Champions 2024,2024,2024-08-03,12:30:00,Group Stage,Opening (C),Team Vitality,2059,1,Trace Esports,12685,2,Trace Esports,3
378834,2097,Valorant Champions 2024,2024,2024-08-18,10:00:00,Playoffs,Lower Round 2,Sentinels,2,2,FNATIC,2593,1,Sentinels,3
378671,2097,Valorant Champions 2024,2024,2024-08-09,10:00:00,Group Stage,Elimination (C),TALON,8304,0,Team Vitality,2059,2,Team Vitality,2
378676,2097,Valorant Champions 2024,2024,2024-08-09,12:25:00,Group Stage,Elimination (D),FUT Esports,1184,0,Paper Rex,624,2,Paper Rex,2
378664,2097,Valorant Champions 2024,2024,2024-08-06,10:00:00,Group Stage,Winner's (B),Gen.G,17,1,Team Heretics,1001,2,Team Heretics,3
378670,2097,Valorant Champions 2024,2024,2024-08-07,10:00:00,Group Stage,Winner's (C),LEVIATÁN,2359,1,Trace Esports,12685,2,Trace Esports,3
378658,2097,Valorant Champions 2024,2024,2024-08-06,13:35:00,Group Stage,Winner's (A),FNATIC,2593,0,KIWOOM DRX,8185,2,KIWOOM DRX,2
378659,2097,Valorant Champions 2024,2024,2024-08-08,12:10:00,Group Stage,Elimination (A),Bilibili Gaming,12010,0,KRÜ Esports,2355,2,KRÜ Esports,2
378827,2097,Valorant Champions 2024,2024,2024-08-17,13:15:00,Playoffs,Upper Semifinals,LEVIATÁN,2359,2,Team Heretics,1001,0,LEVIATÁN,2
378835,2097,Valorant Champions 2024,2024,2024-08-23,12:45:00,Playoffs,Lower Round 3,Team Heretics,1001,2,Sentinels,2,1,Team Heretics,3
378832,2097,Valorant Champions 2024,2024,2024-08-16,11:50:00,Playoffs,Lower Round 1,G2 Esports,11058,0,FNATIC,2593,2,FNATIC,2
378823,2097,Valorant Champions 2024,2024,2024-08-14,12:25:00,Playoffs,Upper Quarterfinals,Trace Esports,12685,0,EDward Gaming,1120,2,EDward Gaming,2
378662,2097,Valorant Champions 2024,2024,2024-08-01,10:00:00,Group Stage,Opening (B),Gen.G,17,2,Sentinels,2,0,Gen.G,2
378657,2097,Valorant Champions 2024,2024,2024-08-02,10:00:00,Group Stage,Opening (A),KIWOOM DRX,8185,2,KRÜ Esports,2355,1,KIWOOM DRX,3
378828,2097,Valorant Champions 2024,2024,2024-08-23,09:00:00,Playoffs,Upper Final,EDward Gaming,1120,2,LEVIATÁN,2359,1,EDward Gaming,3
378672,2097,Valorant Champions 2024,2024,2024-08-11,10:00:00,Group Stage,Decider (C),LEVIATÁN,2359,2,Team Vitality,2059,0,LEVIATÁN,2
378829,2097,Valorant Champions 2024,2024,2024-08-25,09:00:00,Playoffs,Grand Final,EDward Gaming,1120,3,Team Heretics,1001,2,EDward Gaming,5
378831,2097,Valorant Champions 2024,2024,2024-08-16,10:00:00,Playoffs,Lower Round 1,KIWOOM DRX,8185,2,Trace Esports,12685,0,KIWOOM DRX,2
378675,2097,Valorant Champions 2024,2024,2024-08-07,13:15:00,Group Stage,Winner's (D),EDward Gaming,1120,1,G2 Esports,11058,2,G2 Esports,3
449013,2281,Valorant Masters Bangkok 2025,2025,2025-03-01,12:00:00,Playoffs,Lower Final,EDward Gaming,1120,1,T1,14,3,T1,4
449008,2281,Valorant Masters Bangkok 2025,2025,2025-02-27,12:00:00,Playoffs,Upper Semifinals,EDward Gaming,1120,2,T1,14,1,EDward Gaming,3
448600,2281,Valorant Masters Bangkok 2025,2025,2025-02-20,15:00:00,Swiss Stage,Round 1,KIWOOM DRX,8185,2,Sentinels,2,0,KIWOOM DRX,2
449000,2281,Valorant Masters Bangkok 2025,2025,2025-02-22,12:00:00,Swiss Stage,Round 2 (1-0),KIWOOM DRX,8185,1,Team Vitality,2059,2,Team Vitality,3
448597,2281,Valorant Masters Bangkok 2025,2025,2025-02-21,14:25:00,Swiss Stage,Round 1,G2 Esports,11058,2,Trace Esports,12685,0,G2 Esports,2
449004,2281,Valorant Masters Bangkok 2025,2025,2025-02-24,12:00:00,Swiss Stage,Round 3,T1,14,2,KIWOOM DRX,8185,0,T1,2
448599,2281,Valorant Masters Bangkok 2025,2025,2025-02-21,12:00:00,Swiss Stage,Round 1,Team Vitality,2059,2,T1,14,0,Team Vitality,2
449009,2281,Valorant Masters Bangkok 2025,2025,2025-02-27,15:15:00,Playoffs,Upper Semifinals,Team Vitality,2059,0,G2 Esports,11058,2,G2 Esports,2
449011,2281,Valorant Masters Bangkok 2025,2025,2025-03-02,13:15:00,Playoffs,Grand Final,G2 Esports,11058,2,T1,14,3,T1,5
449005,2281,Valorant Masters Bangkok 2025,2025,2025-02-24,14:10:00,Swiss Stage,Round 3,G2 Esports,11058,2,Team Liquid,474,0,G2 Esports,2
449003,2281,Valorant Masters Bangkok 2025,2025,2025-02-23,13:55:00,Swiss Stage,Round 2 (0-1),Team Liquid,474,2,Sentinels,2,1,Team Liquid,3
449002,2281,Valorant Masters Bangkok 2025,2025,2025-02-23,12:00:00,Swiss Stage,Round 2 (0-1),T1,14,2,Trace Esports,12685,0,T1,2
448598,2281,Valorant Masters Bangkok 2025,2025,2025-02-20,12:00:00,Swiss Stage,Round 1,EDward Gaming,1120,2,Team Liquid,474,0,EDward Gaming,2
450589,2281,Valorant Masters Bangkok 2025,2025,2025-03-02,12:00:00,Showmatch,Main Event,Team International,15315,0,Team Thailand,17715,1,Team Thailand,1
449012,2281,Valorant Masters Bangkok 2025,2025,2025-02-28,14:05:00,Playoffs,Lower Round 1,T1,14,2,Team Vitality,2059,1,T1,3
449010,2281,Valorant Masters Bangkok 2025,2025,2025-02-28,12:00:00,Playoffs,Upper Final,EDward Gaming,1120,0,G2 Esports,11058,2,G2 Esports,2
449001,2281,Valorant Masters Bangkok 2025,2025,2025-02-22,15:25:00,Swiss Stage,Round 2 (1-0),EDward Gaming,1120,2,G2 Esports,11058,1,EDward Gaming,3
498632,2282,Valorant Masters Toronto 2025,2025,2025-06-17,21:35:00,Playoffs,Lower Round 2,Sentinels,2,1,FNATIC,2593,2,FNATIC,3
490314,2282,Valorant Masters Toronto 2025,2025,2025-06-11,20:30:00,Swiss Stage,Round 3 (1-1),Paper Rex,624,2,Team Liquid,474,1,Paper Rex,3
490308,2282,Valorant Masters Toronto 2025,2025,2025-06-08,18:00:00,Swiss Stage,Round 1,Sentinels,2,2,Wolves Esports,13790,0,Sentinels,2
498633,2282,Valorant Masters Toronto 2025,2025,2025-06-20,20:40:00,Playoffs,Lower Round 3,G2 Esports,11058,0,FNATIC,2593,2,FNATIC,2
490307,2282,Valorant Masters Toronto 2025,2025,2025-06-07,20:10:00,Swiss Stage,Round 1,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),12010,2,Team Liquid,474,1,Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),3
498621,2282,Valorant Masters Toronto 2025,2025,2025-06-13,20:25:00,Playoffs,Upper Quarterfinals,Xi Lai Gaming,13581,0,Sentinels,2,2,Sentinels,2
498628,2282,Valorant Masters Toronto 2025,2025,2025-06-22,19:15:00,Playoffs,Grand Final,Paper Rex,624,3,FNATIC,2593,1,Paper Rex,4
498626,2282,Valorant Masters Toronto 2025,2025,2025-06-16,18:00:00,Playoffs,Upper Semifinals,Wolves Esports,13790,2,Gen.G,17,0,Wolves Esports,2
498625,2282,Valorant Masters Toronto 2025,2025,2025-06-16,20:30:00,Playoffs,Upper Semifinals,Sentinels,2,0,Paper Rex,624,2,Paper Rex,2
498631,2282,Valorant Masters Toronto 2025,2025,2025-06-17,18:00:00,Playoffs,Lower Round 2,Gen.G,17,1,G2 Esports,11058,2,G2 Esports,3
498623,2282,Valorant Masters Toronto 2025,2025,2025-06-14,18:00:00,Playoffs,Upper Quarterfinals,Rex Regum Qeon,878,0,Wolves Esports,13790,2,Wolves Esports,2
490313,2282,Valorant Masters Toronto 2025,2025,2025-06-10,20:30:00,Swiss Stage,Round 2 (0-1),Team Liquid,474,2,MIBR,7386,0,Team Liquid,2
498627,2282,Valorant Masters Toronto 2025,2025,2025-06-20,18:00:00,Playoffs,Upper Final,Paper Rex,624,2,Wolves Esports,13790,0,Paper Rex,2
490306,2282,Valorant Masters Toronto 2025,2025,2025-06-08,20:45:00,Swiss Stage,Round 1,Gen.G,17,2,MIBR,7386,0,Gen.G,2
490312,2282,Valorant Masters Toronto 2025,2025,2025-06-10,18:00:00,Swiss Stage,Round 2 (0-1),Team Heretics,1001,0,Wolves Esports,13790,2,Wolves Esports,2
490309,2282,Valorant Masters Toronto 2025,2025,2025-06-07,18:00:00,Swiss Stage,Round 1,Team Heretics,1001,0,Paper Rex,624,2,Paper Rex,2
490310,2282,Valorant Masters Toronto 2025,2025,2025-06-09,21:30:00,Swiss Stage,Round 2 (1-0),Paper Rex,624,0,Gen.G,17,2,Gen.G,2
507067,2282,Valorant Masters Toronto 2025,2025,2025-06-22,18:00:00,Showmatch,Showmatch,Team tarik,12065,0,Team Toast,19008,1,Team Toast,1
498622,2282,Valorant Masters Toronto 2025,2025,2025-06-13,18:00:00,Playoffs,Upper Quarterfinals,G2 Esports,11058,0,Paper Rex,624,2,Paper Rex,2
498634,2282,Valorant Masters Toronto 2025,2025,2025-06-21,18:00:00,Playoffs,Lower Final,Wolves Esports,13790,1,FNATIC,2593,3,FNATIC,4
490315,2282,Valorant Masters Toronto 2025,2025,2025-06-11,18:00:00,Swiss Stage,Round 3 (1-1),Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),12010,0,Wolves Esports,13790,2,Wolves Esports,2
498629,2282,Valorant Masters Toronto 2025,2025,2025-06-15,18:00:00,Playoffs,Lower Round 1,Xi Lai Gaming,13581,0,G2 Esports,11058,2,G2 Esports,2
490311,2282,Valorant Masters Toronto 2025,2025,2025-06-09,18:00:00,Swiss Stage,Round 2 (1-0),Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),12010,1,Sentinels,2,2,Sentinels,3
498624,2282,Valorant Masters Toronto 2025,2025,2025-06-14,20:30:00,Playoffs,Upper Quarterfinals,FNATIC,2593,1,Gen.G,17,2,Gen.G,3
498630,2282,Valorant Masters Toronto 2025,2025,2025-06-15,20:10:00,Playoffs,Lower Round 1,Rex Regum Qeon,878,1,FNATIC,2593,2,FNATIC,3
542266,2283,Valorant Champions 2025,2025,2025-09-26,15:00:00,Playoffs,Upper Quarterfinals,Team Heretics,1001,0,MIBR,7386,2,MIBR,2
542195,2283,Valorant Champions 2025,2025,2025-09-12,15:00:00,Group Stage,Opening (A),Paper Rex,624,2,Xi Lai Gaming,13581,0,Paper Rex,2
542210,2283,Valorant Champions 2025,2025,2025-09-21,15:00:00,Group Stage,Decider (C),KIWOOM DRX,8185,2,Team Liquid,474,0,KIWOOM DRX,2
542273,2283,Valorant Champions 2025,2025,2025-09-27,15:00:00,Playoffs,Lower Round 1,KIWOOM DRX,8185,2,G2 Esports,11058,1,KIWOOM DRX,3
542198,2283,Valorant Champions 2025,2025,2025-09-19,18:30:00,Group Stage,Elimination (A),Xi Lai Gaming,13581,2,Sentinels,2,1,Xi Lai Gaming,3
542201,2283,Valorant Champions 2025,2025,2025-09-15,17:10:00,Group Stage,Opening (B),Rex Regum Qeon,878,0,FNATIC,2593,2,FNATIC,2
542207,2283,Valorant Champions 2025,2025,2025-09-13,15:00:00,Group Stage,Opening (C),NRG,1034,2,EDward Gaming,1120,0,NRG,2
542269,2283,Valorant Champions 2025,2025,2025-09-28,18:20:00,Playoffs,Upper Semifinals,MIBR,7386,1,NRG,1034,2,NRG,3
542203,2283,Valorant Champions 2025,2025,2025-09-20,15:00:00,Group Stage,Elimination (B),Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),12010,1,Rex Regum Qeon,878,2,Rex Regum Qeon,3
542211,2283,Valorant Champions 2025,2025,2025-09-14,18:20:00,Group Stage,Opening (D),G2 Esports,11058,0,Team Heretics,1001,2,Team Heretics,2
542270,2283,Valorant Champions 2025,2025,2025-10-03,13:00:00,Playoffs,Upper Final,FNATIC,2593,0,NRG,1034,2,NRG,2
542197,2283,Valorant Champions 2025,2025,2025-09-17,15:00:00,Group Stage,Winner's (A),Paper Rex,624,2,GIANTX,14419,1,Paper Rex,3
542196,2283,Valorant Champions 2025,2025,2025-09-12,17:25:00,Group Stage,Opening (A),GIANTX,14419,2,Sentinels,2,1,GIANTX,3
542213,2283,Valorant Champions 2025,2025,2025-09-18,15:00:00,Group Stage,Winner's (D),Team Heretics,1001,2,T1,14,0,Team Heretics,2
542272,2283,Valorant Champions 2025,2025,2025-10-05,13:00:00,Playoffs,Grand Final,NRG,1034,3,FNATIC,2593,2,NRG,5
542208,2283,Valorant Champions 2025,2025,2025-09-17,18:10:00,Group Stage,Winner's (C),KIWOOM DRX,8185,1,NRG,1034,2,NRG,3
542205,2283,Valorant Champions 2025,2025,2025-09-13,17:55:00,Group Stage,Opening (C),Team Liquid,474,0,KIWOOM DRX,8185,2,KIWOOM DRX,2
542265,2283,Valorant Champions 2025,2025,2025-09-25,15:00:00,Playoffs,Upper Quarterfinals,Paper Rex,624,2,G2 Esports,11058,1,Paper Rex,3
542268,2283,Valorant Champions 2025,2025,2025-09-28,15:00:00,Playoffs,Upper Semifinals,FNATIC,2593,2,Paper Rex,624,1,FNATIC,3
542204,2283,Valorant Champions 2025,2025,2025-09-22,17:15:00,Group Stage,Decider (B),MIBR,7386,2,Rex Regum Qeon,878,0,MIBR,2
542274,2283,Valorant Champions 2025,2025,2025-09-27,18:20:00,Playoffs,Lower Round 1,Team Heretics,1001,2,GIANTX,14419,1,Team Heretics,3
542202,2283,Valorant Champions 2025,2025,2025-09-18,17:25:00,Group Stage,Winner's (B),MIBR,7386,1,FNATIC,2593,2,FNATIC,3
542277,2283,Valorant Champions 2025,2025,2025-09-29,15:00:00,Playoffs,Lower Round 2,Paper Rex,624,2,Team Heretics,1001,1,Paper Rex,3
542279,2283,Valorant Champions 2025,2025,2025-10-04,13:00:00,Playoffs,Lower Final,FNATIC,2593,3,KIWOOM DRX,8185,1,FNATIC,4
542214,2283,Valorant Champions 2025,2025,2025-09-20,18:00:00,Group Stage,Elimination (D),G2 Esports,11058,2,Dragon Ranger Gaming,11981,0,G2 Esports,2
542209,2283,Valorant Champions 2025,2025,2025-09-19,15:00:00,Group Stage,Elimination (C),Team Liquid,474,2,EDward Gaming,1120,1,Team Liquid,3
542267,2283,Valorant Champions 2025,2025,2025-09-26,17:35:00,Playoffs,Upper Quarterfinals,NRG,1034,2,GIANTX,14419,0,NRG,2
542212,2283,Valorant Champions 2025,2025,2025-09-14,15:00:00,Group Stage,Opening (D),Dragon Ranger Gaming,11981,0,T1,14,2,T1,2
542200,2283,Valorant Champions 2025,2025,2025-09-15,15:00:00,Group Stage,Opening (B),Guangzhou Huadu Bilibili Gaming(Bilibili Gaming),12010,0,MIBR,7386,2,MIBR,2
542278,2283,Valorant Champions 2025,2025,2025-10-03,15:35:00,Playoffs,Lower Round 3,KIWOOM DRX,8185,2,Paper Rex,624,0,KIWOOM DRX,2
542264,2283,Valorant Champions 2025,2025,2025-09-25,18:50:00,Playoffs,Upper Quarterfinals,FNATIC,2593,2,KIWOOM DRX,8185,1,FNATIC,3
542276,2283,Valorant Champions 2025,2025,2025-09-29,18:20:00,Playoffs,Lower Round 2,MIBR,7386,1,KIWOOM DRX,8185,2,KIWOOM DRX,3
542215,2283,Valorant Champions 2025,2025,2025-09-22,15:00:00,Group Stage,Decider (D),T1,14,0,G2 Esports,11058,2,G2 Esports,2
542199,2283,Valorant Champions 2025,2025,2025-09-21,17:20:00,Group Stage,Decider (A),GIANTX,14419,2,Xi Lai Gaming,13581,0,GIANTX,2
626545,2760,Valorant Masters Santiago 2026,2026,2026-03-08,22:30:00,Playoffs,Lower Round 1,Gentle Mates,12694,1,All Gamers,1119,2,All Gamers,3
625788,2760,Valorant Masters Santiago 2026,2026,2026-02-28,19:00:00,Swiss Stage,Round 1,Gentle Mates,12694,2,EDward Gaming,1120,0,Gentle Mates,2
626546,2760,Valorant Masters Santiago 2026,2026,2026-03-08,19:00:00,Playoffs,Lower Round 1,FURIA,2406,1,BBL Esports,397,2,BBL Esports,3
626544,2760,Valorant Masters Santiago 2026,2026,2026-03-15,20:00:00,Playoffs,Grand Final,Nongshim RedForce,11060,3,Paper Rex,624,0,Nongshim RedForce,3
626535,2760,Valorant Masters Santiago 2026,2026,2026-03-04,20:00:00,Swiss Stage,Round 3,NRG,1034,2,Team Liquid,474,0,NRG,2
626541,2760,Valorant Masters Santiago 2026,2026,2026-03-09,20:00:00,Playoffs,Upper Semifinals,Nongshim RedForce,11060,2,G2 Esports,11058,1,Nongshim RedForce,3
626529,2760,Valorant Masters Santiago 2026,2026,2026-03-02,20:00:00,Swiss Stage,Round 2 (1-0),Paper Rex,624,2,NRG,1034,1,Paper Rex,3
626548,2760,Valorant Masters Santiago 2026,2026,2026-03-10,20:00:00,Playoffs,Lower Round 2,G2 Esports,11058,2,BBL Esports,397,0,G2 Esports,2
626539,2760,Valorant Masters Santiago 2026,2026,2026-03-06,20:00:00,Playoffs,Upper Quarterfinals,FURIA,2406,1,Paper Rex,624,2,Paper Rex,3
625790,2760,Valorant Masters Santiago 2026,2026,2026-03-01,19:00:00,Swiss Stage,Round 1,G2 Esports,11058,0,Paper Rex,624,2,Paper Rex,2
626537,2760,Valorant Masters Santiago 2026,2026,2026-03-06,23:00:00,Playoffs,Upper Quarterfinals,Nongshim RedForce,11060,2,Gentle Mates,12694,0,Nongshim RedForce,2
626538,2760,Valorant Masters Santiago 2026,2026,2026-03-07,22:30:00,Playoffs,Upper Quarterfinals,All Gamers,1119,0,G2 Esports,11058,2,G2 Esports,2
626549,2760,Valorant Masters Santiago 2026,2026,2026-03-13,21:25:00,Playoffs,Lower Round 3,Paper Rex,624,2,G2 Esports,11058,1,Paper Rex,3
626543,2760,Valorant Masters Santiago 2026,2026,2026-03-13,19:00:00,Playoffs,Upper Final,Nongshim RedForce,11060,2,NRG,1034,0,Nongshim RedForce,2
626547,2760,Valorant Masters Santiago 2026,2026,2026-03-10,22:10:00,Playoffs,Lower Round 2,Paper Rex,624,2,All Gamers,1119,1,Paper Rex,3
626542,2760,Valorant Masters Santiago 2026,2026,2026-03-09,23:20:00,Playoffs,Upper Semifinals,Paper Rex,624,0,NRG,1034,2,NRG,2
625791,2760,Valorant Masters Santiago 2026,2026,2026-02-28,21:30:00,Swiss Stage,Round 1,Xi Lai Gaming,13581,0,NRG,1034,2,NRG,2
626533,2760,Valorant Masters Santiago 2026,2026,2026-03-03,22:10:00,Swiss Stage,Round 2 (0-1),Xi Lai Gaming,13581,0,G2 Esports,11058,2,G2 Esports,2
625789,2760,Valorant Masters Santiago 2026,2026,2026-03-01,21:05:00,Swiss Stage,Round 1,T1,14,0,Team Liquid,474,2,Team Liquid,2
626540,2760,Valorant Masters Santiago 2026,2026,2026-03-07,19:00:00,Playoffs,Upper Quarterfinals,BBL Esports,397,1,NRG,1034,2,NRG,3
626550,2760,Valorant Masters Santiago 2026,2026,2026-03-14,19:00:00,Playoffs,Lower Final,NRG,1034,1,Paper Rex,624,3,Paper Rex,4
626530,2760,Valorant Masters Santiago 2026,2026,2026-03-02,23:30:00,Swiss Stage,Round 2 (1-0),Gentle Mates,12694,2,Team Liquid,474,0,Gentle Mates,2
626534,2760,Valorant Masters Santiago 2026,2026,2026-03-04,22:20:00,Swiss Stage,Round 3,G2 Esports,11058,2,T1,14,0,G2 Esports,2
626532,2760,Valorant Masters Santiago 2026,2026,2026-03-03,20:00:00,Swiss Stage,Round 2 (0-1),EDward Gaming,1120,0,T1,14,2,T1,2
