match_id,event_id,event_title,year,date,time,stage,round,team1,team1_id,team1_score,team2,team2_id,team2_score,winner,map_count
130624,1015,Valorant Champions 2022,2022,2022-09-02,21:00:00,Group Stage,Winner's (B),OpTic Gaming,8127,2,LOUD,6961,1,OpTic Gaming,3
130625,1015,Valorant Champions 2022,2022,2022-09-04,14:00:00,Group Stage,Elimination (B),BOOM Esports,466,1,ZETA DIVISION,5448,2,ZETA DIVISION,3
130679,1015,Valorant Champions 2022,2022,2022-09-09,16:00:00,Playoffs,Upper Quarterfinals,LEVIATÁN,2359,0,LOUD,6961,2,LOUD,2
130678,1015,Valorant Champions 2022,2022,2022-09-09,19:00:00,Playoffs,Upper Quarterfinals,KIWOOM DRX,8185,2,FunPlus Phoenix,628,0,KIWOOM DRX,2
130630,1015,Valorant Champions 2022,2022,2022-09-05,14:00:00,Group Stage,Elimination (C),KRÜ Esports,2355,2,XERXIA Esports,7397,1,KRÜ Esports,3
130618,1015,Valorant Champions 2022,2022,2022-08-31,19:35:00,Group Stage,Opening (A),LEVIATÁN,2359,2,Team Liquid,474,0,LEVIATÁN,2
167391,1188,Champions Tour 2023: LOCK//IN São Paulo,2023,2023-03-02,19:00:00,Playoffs,Semifinals,LOUD,6961,3,KIWOOM DRX,8185,2,LOUD,5
167350,1188,Champions Tour 2023: LOCK//IN São Paulo,2023,2023-02-16,00:20:00,Bracket Stage,Alpha - Round of 16,Gen.G,17,0,LOUD,6961,2,LOUD,2
167360,1188,Champions Tour 2023: LOCK//IN São Paulo,2023,2023-02-19,19:05:00,Bracket Stage,Alpha - Semifinals,NRG,1034,1,LOUD,6961,2,LOUD,3
167368,1188,Champions Tour 2023: LOCK//IN São Paulo,2023,2023-02-24,19:05:00,Bracket Stage,Omega - Round of 16,Sentinels,2,0,FNATIC,2593,2,FNATIC,2
167367,1188,Champions Tour 2023: LOCK//IN São Paulo,2023,2023-02-24,00:30:00,Bracket Stage,Omega - Round of 16,100 Thieves,120,2,EDward Gaming,1120,1,100 Thieves,3
180279,1188,Champions Tour 2023: LOCK//IN São Paulo,2023,2023-03-04,19:00:00,Showmatch,Showmatch,Team tarik,12065,0,Team FRTTT,12066,1,Team FRTTT,1
167361,1188,Champions Tour 2023: LOCK//IN São Paulo,2023,2023-02-19,23:00:00,Bracket Stage,Alpha - Semifinals,KIWOOM DRX,8185,2,TALON,8304,1,KIWOOM DRX,3
167352,1188,Champions Tour 2023: LOCK//IN São Paulo,2023,2023-02-14,22:45:00,Bracket Stage,Alpha - Round of 16,BBL Esports,397,1,KIWOOM DRX,8185,2,KIWOOM DRX,3
167372,1188,Champions Tour 2023: LOCK//IN São Paulo,2023,2023-02-26,19:00:00,Bracket Stage,Omega - Quarterfinals,FUT Esports,1184,1,100 Thieves,120,2,100 Thieves,3
167348,1188,Champions Tour 2023: LOCK//IN São Paulo,2023,2023-02-13,19:10:00,Bracket Stage,Alpha - Round of 16,KOI,7035,0,NRG,1034,2,NRG,2
167365,1188,Champions Tour 2023: LOCK//IN São Paulo,2023,2023-02-23,19:05:00,Bracket Stage,Omega - Round of 16,Team Vitality,2059,2,Global Esports,918,1,Team Vitality,3
167353,1188,Champions Tour 2023: LOCK//IN São Paulo,2023,2023-02-15,02:05:00,Bracket Stage,Alpha - Round of 16,Cloud9,188,2,Paper Rex,624,0,Cloud9,2
167366,1188,Champions Tour 2023: LOCK//IN São Paulo,2023,2023-02-23,22:10:00,Bracket Stage,Omega - Round of 16,FUT Esports,1184,2,Rex Regum Qeon,878,0,FUT Esports,2
167362,1188,Champions Tour 2023: LOCK//IN São Paulo,2023,2023-02-22,19:00:00,Bracket Stage,Omega - Round of 16,Team Liquid,474,0,Team Secret,6199,2,Team Secret,2
167351,1188,Champions Tour 2023: LOCK//IN São Paulo,2023,2023-02-14,19:10:00,Bracket Stage,Alpha - Round of 16,FunPlus Phoenix,11328,1,Karmine Corp,8877,2,Karmine Corp,3
167354,1188,Champions Tour 2023: LOCK//IN São Paulo,2023,2023-02-15,19:00:00,Bracket Stage,Alpha - Round of 16,Team Heretics,1001,0,Evil Geniuses,5248,2,Evil Geniuses,2
167393,1188,Champions Tour 2023: LOCK//IN São Paulo,2023,2023-03-04,20:30:00,Playoffs,Grand Final,LOUD,6961,2,FNATIC,2593,3,FNATIC,5
167373,1188,Champions Tour 2023: LOCK//IN São Paulo,2023,2023-02-26,22:35:00,Bracket Stage,Omega - Quarterfinals,FNATIC,2593,2,FURIA,2406,0,FNATIC,2
167349,1188,Champions Tour 2023: LOCK//IN São Paulo,2023,2023-02-13,22:05:00,Bracket Stage,Alpha - Round of 16,DetonatioN FocusMe,278,0,Giants Gaming,2304,2,Giants Gaming,2
167356,1188,Champions Tour 2023: LOCK//IN São Paulo,2023,2023-02-17,19:05:00,Bracket Stage,Alpha - Quarterfinals,NRG,1034,2,Giants Gaming,2304,1,NRG,3
167392,1188,Champions Tour 2023: LOCK//IN São Paulo,2023,2023-03-03,19:00:00,Playoffs,Semifinals,Natus Vincere,4915,0,FNATIC,2593,3,FNATIC,3
167358,1188,Champions Tour 2023: LOCK//IN São Paulo,2023,2023-02-18,19:05:00,Bracket Stage,Alpha - Quarterfinals,KIWOOM DRX,8185,2,Cloud9,188,1,KIWOOM DRX,3
167375,1188,Champions Tour 2023: LOCK//IN São Paulo,2023,2023-02-27,21:25:00,Bracket Stage,Omega - Semifinals,100 Thieves,120,0,FNATIC,2593,2,FNATIC,2
